booking_id,fraud_confirmed,investigation_status,investigation_date
68,0,Cleared,2025-10-11
69,0,Cleared,2025-08-20
70,0,Cleared,2025-04-24
71,0,Cleared,2025-02-05
72,0,Cleared,2025-03-15
73,0,Cleared,2026-05-28
74,0,Cleared,2026-01-19
75,1,Confirmed Fraud,2025-12-02
76,0,Cleared,2026-07-20
77,0,Cleared,2025-11-19
78,0,Cleared,2025-11-06
79,0,Cleared,2025-10-24
80,0,Cleared,2025-06-04
81,0,Cleared,2026-05-13
82,0,Cleared,2026-01-31
83,1,Confirmed Fraud,2025-09-11
84,0,Cleared,2025-11-13
85,0,Cleared,2026-06-23
86,0,Cleared,2026-05-20
87,0,Cleared,2025-01-11
88,0,Cleared,2025-09-23
89,0,Cleared,2026-07-04
90,0,Cleared,2026-04-24
91,1,Confirmed Fraud,2025-11-05
92,0,Cleared,2026-06-29
93,0,Cleared,2026-08-14
94,0,Cleared,2026-06-15
95,0,Cleared,2025-09-03
96,0,Cleared,2025-07-25
97,0,Cleared,2025-07-25
98,0,Cleared,2026-06-19
99,0,Cleared,2026-07-22
100,0,Cleared,2026-04-03
101,0,Cleared,2026-05-13
102,0,Cleared,2026-06-28
103,0,Cleared,2025-03-20
104,0,Cleared,2026-02-05
105,0,Cleared,2025-05-14
106,0,Cleared,2025-10-10
107,0,Cleared,2025-11-21
108,0,Cleared,2026-02-13
109,0,Cleared,2026-01-04
110,0,Cleared,2026-03-29
111,0,Cleared,2025-12-06
112,0,Cleared,2026-02-10
113,0,Cleared,2026-01-14
114,0,Cleared,2025-06-29
115,0,Cleared,2026-07-26
116,0,Cleared,2025-06-29
117,0,Cleared,2025-11-24
118,0,Cleared,2026-05-17
119,0,Cleared,2026-01-22
120,0,Cleared,2026-06-15
121,0,Cleared,2025-08-18
122,0,Cleared,2026-02-08
123,1,Confirmed Fraud,2025-04-28
124,0,Cleared,2026-07-18
125,0,Cleared,2025-11-30
126,0,Cleared,2025-04-03
127,0,Cleared,2025-06-13
128,0,Cleared,2026-06-23
129,0,Cleared,2025-11-21
130,0,Cleared,2025-07-01
131,0,Cleared,2026-02-15
132,0,Cleared,2025-12-06
133,0,Cleared,2025-07-30
134,0,Cleared,2025-03-06
135,0,Cleared,2026-07-03
136,0,Cleared,2025-08-24
137,0,Cleared,2025-09-24
138,0,Cleared,2026-03-30
139,0,Cleared,2026-07-23
140,0,Cleared,2025-10-23
141,0,Cleared,2026-07-07
142,0,Cleared,2026-03-14
143,0,Cleared,2026-08-03
144,0,Cleared,2026-08-06
145,0,Cleared,2026-05-16
146,0,Cleared,2025-04-09
147,0,Cleared,2025-08-06
148,0,Cleared,2025-07-10
149,1,Confirmed Fraud,2026-06-28
150,0,Cleared,2026-06-22
151,0,Cleared,2025-10-28
152,0,Cleared,2025-11-05
153,0,Cleared,2025-06-02
154,0,Cleared,2025-12-01
155,0,Cleared,2025-08-21
156,0,Cleared,2025-09-14
157,0,Cleared,2026-05-26
158,0,Cleared,2025-12-25
159,0,Cleared,2025-08-19
160,0,Cleared,2025-07-28
161,0,Cleared,2026-06-27
162,0,Cleared,2026-02-23
163,0,Cleared,2026-04-20
164,0,Cleared,2025-07-14
165,0,Cleared,2025-03-19
166,0,Cleared,2025-04-27
167,0,Cleared,2026-04-30
168,0,Cleared,2026-05-22
169,0,Cleared,2026-05-06
170,0,Cleared,2025-04-28
171,0,Cleared,2026-04-19
172,0,Cleared,2026-07-13
173,0,Cleared,2025-03-18
174,0,Cleared,2025-08-29
175,0,Cleared,2025-09-02
176,1,Confirmed Fraud,2026-06-03
177,0,Cleared,2026-02-22
178,0,Cleared,2025-05-02
179,0,Cleared,2025-07-15
180,0,Cleared,2026-01-21
181,0,Cleared,2026-06-27
182,0,Cleared,2026-04-05
183,0,Cleared,2025-09-08
184,0,Cleared,2026-04-11
185,1,Confirmed Fraud,2026-07-14
186,0,Cleared,2025-09-18
187,0,Cleared,2025-06-27
188,0,Cleared,2026-06-23
189,0,Cleared,2025-02-25
190,0,Cleared,2026-07-08
191,0,Cleared,2025-11-18
192,0,Cleared,2026-06-14
193,0,Cleared,2025-08-01
194,0,Cleared,2025-10-04
195,0,Cleared,2026-05-24
196,0,Cleared,2025-02-06
197,0,Cleared,2025-05-29
198,0,Cleared,2026-03-17
199,1,Confirmed Fraud,2025-03-07
200,0,Cleared,2026-06-09
201,0,Cleared,2026-03-14
202,0,Cleared,2026-06-08
203,0,Cleared,2025-04-22
204,0,Cleared,2025-08-19
205,0,Cleared,2025-02-03
206,0,Cleared,2025-06-26
207,0,Cleared,2025-12-03
208,0,Cleared,2025-07-31
209,0,Cleared,2026-03-30
210,0,Cleared,2025-10-23
211,0,Cleared,2025-02-07
212,0,Cleared,2026-04-27
213,0,Cleared,2026-03-31
214,0,Cleared,2025-04-12
215,0,Cleared,2026-06-14
216,1,Confirmed Fraud,2026-05-14
217,0,Cleared,2026-07-20
218,0,Cleared,2025-05-02
219,0,Cleared,2025-11-01
220,0,Cleared,2026-08-02
221,0,Cleared,2025-04-17
222,0,Cleared,2025-05-02
223,0,Cleared,2025-08-07
224,0,Cleared,2026-01-12
225,0,Cleared,2025-05-06
226,0,Cleared,2026-01-14
227,0,Cleared,2025-12-02
228,0,Cleared,2025-06-08
229,0,Cleared,2026-04-15
230,1,Confirmed Fraud,2025-04-19
231,0,Cleared,2025-08-17
232,0,Cleared,2026-06-01
233,0,Cleared,2026-03-06
234,0,Cleared,2025-05-21
235,0,Cleared,2026-04-05
236,0,Cleared,2025-03-05
237,0,Cleared,2026-06-15
238,0,Cleared,2025-07-24
239,0,Cleared,2025-11-25
240,0,Cleared,2026-07-01
241,0,Cleared,2025-12-23
242,1,Confirmed Fraud,2025-08-20
243,0,Cleared,2026-01-26
244,0,Cleared,2026-05-18
245,0,Cleared,2025-09-20
246,1,Confirmed Fraud,2025-12-12
247,0,Cleared,2025-06-13
248,0,Cleared,2025-07-11
249,0,Cleared,2026-01-24
250,0,Cleared,2026-04-17
251,0,Cleared,2026-06-15
252,0,Cleared,2025-01-26
253,0,Cleared,2025-06-04
254,0,Cleared,2026-05-10
255,0,Cleared,2026-03-10
256,0,Cleared,2026-06-19
257,0,Cleared,2026-05-24
258,0,Cleared,2025-09-11
259,0,Cleared,2025-02-17
260,0,Cleared,2025-08-31
261,0,Cleared,2025-05-20
262,0,Cleared,2026-01-11
263,0,Cleared,2026-06-25
264,0,Cleared,2025-02-24
265,1,Confirmed Fraud,2025-08-24
266,0,Cleared,2026-06-17
267,0,Cleared,2026-03-13
268,0,Cleared,2026-04-17
269,0,Cleared,2026-03-05
270,0,Cleared,2026-07-19
271,0,Cleared,2025-02-25
272,0,Cleared,2026-06-27
273,1,Confirmed Fraud,2026-04-02
274,0,Cleared,2026-06-20
275,0,Cleared,2026-07-21
276,0,Cleared,2025-08-08
277,0,Cleared,2026-07-24
278,0,Cleared,2026-07-21
279,0,Cleared,2025-02-08
280,1,Confirmed Fraud,2025-08-25
281,0,Cleared,2025-12-12
282,0,Cleared,2026-03-24
283,0,Cleared,2026-02-15
284,0,Cleared,2025-11-11
285,0,Cleared,2026-03-04
286,0,Cleared,2026-04-27
287,0,Cleared,2025-10-20
288,0,Cleared,2025-03-05
289,0,Cleared,2026-05-14
290,1,Confirmed Fraud,2025-03-27
291,0,Cleared,2025-04-01
292,1,Confirmed Fraud,2025-11-09
293,0,Cleared,2025-04-11
294,1,Confirmed Fraud,2025-05-20
295,0,Cleared,2025-01-21
296,0,Cleared,2026-05-23
297,0,Cleared,2026-01-30
298,0,Cleared,2026-04-21
299,0,Cleared,2026-03-31
300,0,Cleared,2025-07-08
301,0,Cleared,2026-07-07
302,0,Cleared,2025-10-17
303,0,Cleared,2026-01-09
304,0,Cleared,2026-03-01
305,0,Cleared,2025-03-10
306,0,Cleared,2026-03-20
307,1,Confirmed Fraud,2026-06-04
308,0,Cleared,2025-10-15
309,0,Cleared,2026-03-29
310,0,Cleared,2026-07-04
311,0,Cleared,2025-03-09
312,0,Cleared,2025-06-18
313,0,Cleared,2026-07-22
314,0,Cleared,2025-05-31
315,0,Cleared,2025-03-21
316,0,Cleared,2026-06-16
317,0,Cleared,2026-06-29
318,0,Cleared,2025-07-19
319,0,Cleared,2026-01-11
320,0,Cleared,2025-03-02
321,0,Cleared,2026-06-06
322,0,Cleared,2026-04-19
323,0,Cleared,2025-05-27
324,0,Cleared,2026-06-26
325,0,Cleared,2025-08-07
326,0,Cleared,2026-06-26
327,0,Cleared,2026-05-06
328,0,Cleared,2026-07-19
329,0,Cleared,2025-08-06
330,0,Cleared,2026-06-02
331,0,Cleared,2025-11-23
332,0,Cleared,2026-06-28
333,0,Cleared,2025-07-29
334,0,Cleared,2025-06-21
335,0,Cleared,2026-01-03
336,0,Cleared,2025-01-16
337,0,Cleared,2025-02-03
338,0,Cleared,2026-01-09
339,0,Cleared,2025-03-18
340,0,Cleared,2025-03-18
341,0,Cleared,2025-07-03
342,1,Confirmed Fraud,2026-05-11
343,0,Cleared,2026-04-08
344,0,Cleared,2025-12-31
345,0,Cleared,2025-12-31
346,0,Cleared,2026-06-08
347,0,Cleared,2025-09-25
348,0,Cleared,2026-07-07
349,0,Cleared,2026-05-04
350,1,Confirmed Fraud,2025-03-16
351,0,Cleared,2025-04-21
352,0,Cleared,2026-02-16
353,0,Cleared,2026-05-11
354,0,Cleared,2025-08-31
355,0,Cleared,2025-03-02
356,0,Cleared,2026-08-06
357,0,Cleared,2026-05-15
358,0,Cleared,2026-04-18
359,1,Confirmed Fraud,2026-07-16
360,0,Cleared,2026-01-26
361,0,Cleared,2026-07-07
362,0,Cleared,2026-07-16
363,0,Cleared,2025-12-20
364,0,Cleared,2025-09-15
365,0,Cleared,2025-07-14
366,0,Cleared,2025-12-23
367,0,Cleared,2025-04-01
368,0,Cleared,2025-04-16
369,1,Confirmed Fraud,2025-07-05
370,0,Cleared,2025-03-01
371,0,Cleared,2026-03-03
372,0,Cleared,2026-06-03
373,0,Cleared,2026-01-02
374,0,Cleared,2025-09-27
375,0,Cleared,2026-06-26
376,1,Confirmed Fraud,2025-11-20
377,0,Cleared,2026-05-26
378,0,Cleared,2026-06-11
379,0,Cleared,2026-03-01
380,0,Cleared,2026-01-30
381,0,Cleared,2026-06-27
382,0,Cleared,2025-07-13
383,0,Cleared,2026-07-20
384,0,Cleared,2026-03-28
385,0,Cleared,2025-04-23
386,0,Cleared,2025-07-26
387,0,Cleared,2025-08-10
388,0,Cleared,2026-01-19
389,0,Cleared,2025-11-18
390,0,Cleared,2026-04-03
391,0,Cleared,2025-09-19
392,0,Cleared,2026-07-22
393,0,Cleared,2025-08-10
394,0,Cleared,2025-07-21
395,0,Cleared,2025-08-12
396,0,Cleared,2025-11-11
397,0,Cleared,2026-07-21
398,0,Cleared,2026-07-11
399,0,Cleared,2026-05-31
400,0,Cleared,2025-05-28
401,0,Cleared,2025-09-20
402,0,Cleared,2025-09-28
403,0,Cleared,2026-03-26
404,0,Cleared,2026-02-03
405,0,Cleared,2025-02-15
406,0,Cleared,2025-05-14
407,0,Cleared,2026-06-22
408,0,Cleared,2026-05-17
409,0,Cleared,2026-07-28
410,0,Cleared,2026-05-30
411,0,Cleared,2026-01-30
412,0,Cleared,2025-11-22
413,0,Cleared,2026-06-22
414,0,Cleared,2025-07-02
415,0,Cleared,2026-07-03
416,0,Cleared,2025-09-15
417,0,Cleared,2025-11-26
418,0,Cleared,2026-06-21
419,0,Cleared,2025-01-11
420,0,Cleared,2026-03-20
421,0,Cleared,2025-02-23
422,1,Confirmed Fraud,2025-01-28
423,0,Cleared,2026-01-16
424,0,Cleared,2026-06-22
425,0,Cleared,2026-06-13
426,0,Cleared,2026-04-25
427,0,Cleared,2025-11-19
428,1,Confirmed Fraud,2025-08-22
429,0,Cleared,2025-09-16
430,0,Cleared,2026-04-18
431,0,Cleared,2026-06-14
432,0,Cleared,2026-04-16
433,0,Cleared,2026-02-08
434,0,Cleared,2025-02-20
435,0,Cleared,2025-09-05
436,0,Cleared,2026-07-28
437,0,Cleared,2026-06-01
438,0,Cleared,2025-09-10
439,0,Cleared,2025-11-06
440,0,Cleared,2026-06-01
441,0,Cleared,2025-03-30
442,0,Cleared,2026-07-13
443,1,Confirmed Fraud,2025-03-28
444,0,Cleared,2026-03-28
445,0,Cleared,2025-09-28
446,0,Cleared,2026-07-02
447,0,Cleared,2026-05-21
448,0,Cleared,2025-02-23
449,0,Cleared,2026-04-24
450,0,Cleared,2026-03-07
451,0,Cleared,2025-10-01
452,0,Cleared,2026-01-08
453,0,Cleared,2025-06-11
454,1,Confirmed Fraud,2025-10-27
455,0,Cleared,2025-09-26
456,0,Cleared,2026-07-06
457,0,Cleared,2025-05-15
458,0,Cleared,2026-04-29
459,0,Cleared,2026-07-09
460,0,Cleared,2026-06-01
461,0,Cleared,2026-03-26
462,0,Cleared,2025-07-12
463,0,Cleared,2025-09-03
464,0,Cleared,2026-01-18
465,1,Confirmed Fraud,2026-02-12
466,1,Confirmed Fraud,2025-04-25
467,0,Cleared,2025-05-13
468,0,Cleared,2025-09-07
469,0,Cleared,2026-07-17
470,0,Cleared,2026-04-09
471,0,Cleared,2026-03-30
472,0,Cleared,2025-05-17
473,0,Cleared,2025-09-26
474,0,Cleared,2026-06-12
475,1,Confirmed Fraud,2025-12-08
476,0,Cleared,2026-05-14
477,0,Cleared,2026-06-03
478,0,Cleared,2025-09-27
479,0,Cleared,2025-08-27
480,0,Cleared,2026-02-25
481,0,Cleared,2025-04-02
482,0,Cleared,2026-07-04
483,0,Cleared,2025-12-01
484,0,Cleared,2026-04-03
485,0,Cleared,2026-05-16
486,0,Cleared,2025-05-29
487,1,Confirmed Fraud,2026-04-16
488,0,Cleared,2026-07-03
489,0,Cleared,2026-08-02
490,0,Cleared,2026-06-25
491,0,Cleared,2026-03-07
492,0,Cleared,2025-06-11
493,0,Cleared,2026-06-29
494,0,Cleared,2026-03-31
495,0,Cleared,2026-06-06
496,0,Cleared,2026-04-14
497,0,Cleared,2026-03-27
498,0,Cleared,2026-07-13
499,0,Cleared,2025-09-19
500,0,Cleared,2026-05-23
501,0,Cleared,2026-02-01
502,0,Cleared,2026-04-14
503,0,Cleared,2026-01-06
504,0,Cleared,2026-01-22
505,0,Cleared,2025-03-12
506,0,Cleared,2025-07-31
507,0,Cleared,2025-12-06
508,1,Confirmed Fraud,2025-10-25
509,0,Cleared,2025-07-28
510,0,Cleared,2025-12-03
511,1,Confirmed Fraud,2026-04-08
512,0,Cleared,2026-01-23
513,0,Cleared,2026-06-11
514,0,Cleared,2026-04-20
515,1,Confirmed Fraud,2026-02-06
516,0,Cleared,2026-06-01
517,0,Cleared,2025-04-10
518,0,Cleared,2025-06-09
519,0,Cleared,2025-09-17
520,0,Cleared,2025-09-10
521,0,Cleared,2025-06-22
522,0,Cleared,2026-04-09
523,0,Cleared,2026-07-04
524,0,Cleared,2025-03-06
525,0,Cleared,2026-03-15
526,0,Cleared,2026-03-20
527,0,Cleared,2026-03-07
528,1,Confirmed Fraud,2026-01-08
529,0,Cleared,2025-10-11
530,0,Cleared,2025-09-12
531,0,Cleared,2025-07-30
532,0,Cleared,2025-03-03
533,0,Cleared,2026-08-07
534,0,Cleared,2025-06-11
535,0,Cleared,2025-02-27
536,0,Cleared,2025-05-12
537,0,Cleared,2026-07-13
538,0,Cleared,2025-03-01
539,0,Cleared,2025-09-23
540,0,Cleared,2025-09-27
541,0,Cleared,2026-05-27
542,0,Cleared,2026-05-25
543,0,Cleared,2025-10-29
544,0,Cleared,2026-05-10
545,0,Cleared,2026-01-05
546,0,Cleared,2026-06-22
547,0,Cleared,2025-10-30
548,0,Cleared,2025-10-05
549,0,Cleared,2025-01-27
550,0,Cleared,2026-06-24
551,1,Confirmed Fraud,2025-05-14
552,0,Cleared,2025-11-30
553,0,Cleared,2026-08-02
554,1,Confirmed Fraud,2026-03-21
555,0,Cleared,2025-02-26
556,0,Cleared,2026-04-03
557,1,Confirmed Fraud,2025-01-06
558,0,Cleared,2025-07-08
559,1,Confirmed Fraud,2026-03-05
560,0,Cleared,2025-06-10
561,0,Cleared,2025-06-18
562,0,Cleared,2026-03-05
563,0,Cleared,2025-09-22
564,0,Cleared,2026-03-09
565,0,Cleared,2026-01-28
566,0,Cleared,2026-04-18
567,0,Cleared,2025-03-10
568,0,Cleared,2026-07-02
569,0,Cleared,2026-03-14
570,0,Cleared,2026-07-19
571,0,Cleared,2025-03-28
572,0,Cleared,2026-07-15
573,0,Cleared,2025-03-20
574,0,Cleared,2026-05-03
575,0,Cleared,2026-04-28
576,0,Cleared,2025-07-27
577,0,Cleared,2026-06-27
578,0,Cleared,2025-02-02
579,0,Cleared,2026-03-26
580,1,Confirmed Fraud,2026-05-28
581,1,Confirmed Fraud,2025-07-20
582,0,Cleared,2026-04-29
583,0,Cleared,2026-06-03
584,0,Cleared,2026-07-24
585,0,Cleared,2026-02-20
586,0,Cleared,2026-01-07
587,0,Cleared,2026-05-15
588,0,Cleared,2025-11-30
589,0,Cleared,2026-07-30
590,1,Confirmed Fraud,2026-02-13
591,0,Cleared,2025-09-30
592,0,Cleared,2025-11-08
593,0,Cleared,2026-02-10
594,0,Cleared,2026-05-08
595,0,Cleared,2026-04-09
596,0,Cleared,2025-11-21
597,0,Cleared,2026-02-08
598,1,Confirmed Fraud,2026-08-01
599,0,Cleared,2026-01-21
600,0,Cleared,2025-11-05
601,0,Cleared,2026-01-24
602,0,Cleared,2025-08-29
603,0,Cleared,2025-10-21
604,0,Cleared,2025-05-12
605,0,Cleared,2026-07-18
606,0,Cleared,2025-02-20
607,0,Cleared,2025-02-22
608,0,Cleared,2025-06-23
609,0,Cleared,2025-12-25
610,0,Cleared,2025-11-06
611,0,Cleared,2026-08-05
612,0,Cleared,2025-05-02
613,1,Confirmed Fraud,2026-05-28
614,0,Cleared,2026-04-09
615,0,Cleared,2025-08-24
616,0,Cleared,2026-07-12
617,0,Cleared,2026-01-14
618,0,Cleared,2025-05-10
619,0,Cleared,2025-07-25
620,0,Cleared,2026-05-15
621,0,Cleared,2026-06-25
622,0,Cleared,2025-06-27
623,0,Cleared,2025-06-13
624,0,Cleared,2026-05-26
625,0,Cleared,2025-10-14
626,1,Confirmed Fraud,2025-11-16
627,0,Cleared,2025-11-23
628,1,Confirmed Fraud,2025-03-22
629,0,Cleared,2025-06-02
630,1,Confirmed Fraud,2026-03-06
631,0,Cleared,2025-09-12
632,0,Cleared,2026-05-20
633,0,Cleared,2025-06-18
634,0,Cleared,2026-06-25
635,0,Cleared,2025-04-01
636,0,Cleared,2025-10-11
637,0,Cleared,2026-07-13
638,0,Cleared,2026-07-25
639,0,Cleared,2025-12-04
640,0,Cleared,2026-08-01
641,1,Confirmed Fraud,2026-01-11
642,0,Cleared,2026-04-20
643,1,Confirmed Fraud,2026-04-22
644,0,Cleared,2026-04-02
645,0,Cleared,2025-08-06
646,0,Cleared,2025-10-07
647,0,Cleared,2026-07-10
648,0,Cleared,2025-05-01
649,0,Cleared,2025-04-27
650,0,Cleared,2025-10-21
651,0,Cleared,2026-04-13
652,0,Cleared,2025-05-07
653,0,Cleared,2026-04-27
654,0,Cleared,2026-05-17
655,0,Cleared,2026-04-11
656,0,Cleared,2026-08-02
657,0,Cleared,2026-07-05
658,0,Cleared,2025-08-01
659,0,Cleared,2026-03-19
660,0,Cleared,2025-09-24
661,1,Confirmed Fraud,2025-08-17
662,0,Cleared,2025-09-07
663,0,Cleared,2025-07-25
664,0,Cleared,2025-10-08
665,0,Cleared,2026-04-03
666,0,Cleared,2026-02-17
667,0,Cleared,2025-11-12
668,0,Cleared,2025-08-08
669,0,Cleared,2026-04-24
670,0,Cleared,2025-06-20
671,0,Cleared,2026-08-06
672,0,Cleared,2025-03-24
673,0,Cleared,2026-06-30
674,0,Cleared,2025-07-12
675,0,Cleared,2026-03-14
676,0,Cleared,2026-03-01
677,0,Cleared,2026-02-05
678,0,Cleared,2025-07-14
679,0,Cleared,2026-05-24
680,0,Cleared,2026-02-28
681,0,Cleared,2026-06-25
682,0,Cleared,2025-10-07
683,0,Cleared,2026-08-05
684,0,Cleared,2025-03-10
685,0,Cleared,2026-06-22
686,0,Cleared,2026-05-06
687,0,Cleared,2026-01-31
688,0,Cleared,2026-05-26
689,0,Cleared,2025-08-17
690,0,Cleared,2025-07-17
691,0,Cleared,2026-01-11
692,0,Cleared,2025-12-02
693,0,Cleared,2025-06-05
694,0,Cleared,2025-10-01
695,0,Cleared,2025-04-01
696,0,Cleared,2026-05-30
697,0,Cleared,2026-05-06
698,0,Cleared,2026-08-07
699,0,Cleared,2026-03-21
700,0,Cleared,2026-04-13
701,0,Cleared,2026-08-02
702,0,Cleared,2025-07-10
703,0,Cleared,2026-02-16
704,0,Cleared,2026-04-17
705,1,Confirmed Fraud,2026-05-27
706,0,Cleared,2025-05-20
707,0,Cleared,2025-03-04
708,0,Cleared,2026-03-20
709,0,Cleared,2025-05-08
710,0,Cleared,2025-04-19
711,0,Cleared,2025-10-16
712,0,Cleared,2026-03-30
713,0,Cleared,2026-06-02
714,0,Cleared,2025-03-24
715,0,Cleared,2025-08-01
716,0,Cleared,2026-04-11
717,0,Cleared,2026-04-04
718,0,Cleared,2026-03-26
719,0,Cleared,2026-03-08
720,0,Cleared,2026-06-30
721,0,Cleared,2025-07-01
722,0,Cleared,2025-02-15
723,0,Cleared,2026-03-19
724,0,Cleared,2026-07-07
725,0,Cleared,2025-09-26
726,0,Cleared,2026-03-26
727,0,Cleared,2026-05-28
728,0,Cleared,2026-05-24
729,0,Cleared,2025-11-17
730,0,Cleared,2026-06-24
731,0,Cleared,2025-11-19
732,0,Cleared,2025-10-22
733,0,Cleared,2025-09-29
734,0,Cleared,2026-05-04
735,0,Cleared,2025-07-18
736,0,Cleared,2025-11-08
737,0,Cleared,2026-01-10
738,0,Cleared,2026-03-07
739,0,Cleared,2026-05-07
740,0,Cleared,2025-10-01
741,0,Cleared,2025-05-07
742,0,Cleared,2025-03-22
743,0,Cleared,2025-12-30
744,0,Cleared,2026-07-05
745,0,Cleared,2025-04-16
746,0,Cleared,2026-04-26
747,0,Cleared,2026-03-24
748,0,Cleared,2026-03-12
749,0,Cleared,2025-03-16
750,0,Cleared,2026-06-22
751,0,Cleared,2025-05-28
752,0,Cleared,2026-01-31
753,0,Cleared,2026-07-01
754,1,Confirmed Fraud,2025-07-22
755,0,Cleared,2026-01-28
756,0,Cleared,2025-07-22
757,0,Cleared,2025-11-18
758,0,Cleared,2026-03-24
759,0,Cleared,2025-11-27
760,0,Cleared,2025-06-23
761,0,Cleared,2026-02-08
762,0,Cleared,2025-04-12
763,0,Cleared,2025-05-29
764,0,Cleared,2026-07-07
765,0,Cleared,2026-01-17
766,0,Cleared,2026-05-20
767,0,Cleared,2025-12-13
768,0,Cleared,2026-06-28
769,0,Cleared,2026-05-25
770,0,Cleared,2025-11-10
771,0,Cleared,2026-07-20
772,0,Cleared,2026-01-06
773,0,Cleared,2026-05-30
774,0,Cleared,2026-05-31
775,0,Cleared,2026-07-10
776,0,Cleared,2026-04-25
777,0,Cleared,2025-09-28
778,0,Cleared,2026-07-11
779,0,Cleared,2025-08-31
780,0,Cleared,2025-01-28
781,0,Cleared,2025-12-02
782,0,Cleared,2025-10-13
783,0,Cleared,2025-04-10
784,0,Cleared,2025-04-27
785,0,Cleared,2025-08-07
786,0,Cleared,2026-02-08
787,0,Cleared,2026-03-31
788,0,Cleared,2026-07-25
789,1,Confirmed Fraud,2026-04-21
790,0,Cleared,2026-02-16
791,1,Confirmed Fraud,2026-08-15
792,0,Cleared,2025-01-20
793,0,Cleared,2026-04-04
794,0,Cleared,2025-02-21
795,0,Cleared,2026-01-08
796,0,Cleared,2025-02-07
797,0,Cleared,2025-10-30
798,0,Cleared,2026-01-12
799,0,Cleared,2025-01-20
800,0,Cleared,2025-04-02
801,0,Cleared,2026-01-10
802,0,Cleared,2025-05-28
803,0,Cleared,2026-03-11
804,0,Cleared,2025-09-29
805,0,Cleared,2026-05-02
806,0,Cleared,2026-05-12
807,0,Cleared,2026-02-05
808,0,Cleared,2026-01-02
809,0,Cleared,2026-05-30
810,0,Cleared,2025-05-10
811,0,Cleared,2025-10-04
812,0,Cleared,2025-08-14
813,0,Cleared,2025-03-06
814,0,Cleared,2026-03-12
815,0,Cleared,2026-02-10
816,0,Cleared,2025-03-11
817,0,Cleared,2026-04-04
818,0,Cleared,2026-05-30
819,0,Cleared,2025-03-28
820,0,Cleared,2026-02-08
821,0,Cleared,2025-09-23
822,0,Cleared,2026-05-09
823,0,Cleared,2026-02-16
824,0,Cleared,2026-06-25
825,0,Cleared,2026-02-16
826,0,Cleared,2026-04-06
827,1,Confirmed Fraud,2026-01-09
828,0,Cleared,2026-02-25
829,0,Cleared,2025-05-19
830,0,Cleared,2026-07-28
831,0,Cleared,2026-03-15
832,0,Cleared,2026-01-23
833,0,Cleared,2025-09-20
834,0,Cleared,2026-05-29
835,0,Cleared,2026-01-25
836,0,Cleared,2025-06-26
837,0,Cleared,2026-04-20
838,0,Cleared,2025-02-03
839,0,Cleared,2025-08-28
840,0,Cleared,2026-04-10
841,0,Cleared,2025-08-29
842,0,Cleared,2026-07-25
843,0,Cleared,2026-01-29
844,0,Cleared,2026-05-22
845,0,Cleared,2025-09-28
846,0,Cleared,2026-08-13
847,0,Cleared,2026-02-08
848,0,Cleared,2025-10-23
849,0,Cleared,2025-11-13
850,0,Cleared,2026-05-29
851,0,Cleared,2026-04-16
852,0,Cleared,2025-10-16
853,1,Confirmed Fraud,2026-06-03
