payment_id,booking_id,payment_date,payment_amount,payment_method,card_id,card_country_code,payment_status,failed_attempts
30,30,2026-07-07 22:33:42,406.04,Amex,CARD-001517-1,NG,Successful,0
31,31,2026-06-16 11:58:01,188.09,PayPal,CARD-000816-2,AL,Successful,0
32,32,2026-04-10 16:49:29,243.70,Visa,CARD-001259-2,NL,Successful,0
33,33,2025-12-08 06:33:00,1382.93,Visa,CARD-000563-1,US,Successful,1
34,34,2025-07-09 07:57:26,745.80,PayPal,CARD-001105-2,DE,Successful,0
35,35,2025-12-12 04:04:02,1067.05,Mastercard,CARD-000710-2,GR,Successful,0
36,36,2025-04-06 22:12:42,228.09,PayPal,CARD-001944-2,IT,Successful,1
37,37,2026-03-27 14:58:32,979.44,PayPal,CARD-000786-1,US,Successful,0
38,38,2025-12-25 09:15:07,1267.32,Amex,CARD-001993-2,GB,Successful,1
39,39,2026-02-02 08:17:50,247.28,Mastercard,CARD-001900-2,RO,Successful,0
40,40,2025-06-21 16:09:24,486.15,Amex,CARD-000054-1,DE,Successful,0
41,41,2026-07-07 15:46:11,1393.37,PayPal,CARD-001203-1,GB,Successful,1
42,42,2026-03-06 18:01:12,1456.75,Amex,CARD-000556-1,US,Successful,5
43,43,2026-01-05 18:05:02,2517.10,Amex,CARD-FRAUD-026,NL,Successful,3
44,44,2025-12-11 05:51:56,331.01,Mastercard,CARD-000194-2,GB,Successful,0
45,45,2025-09-02 22:36:15,1159.89,Amex,CARD-000725-2,GR,Successful,4
46,46,2025-02-05 17:35:04,1368.80,Mastercard,CARD-001950-2,ES,Successful,0
47,47,2026-06-01 09:19:48,270.73,Visa,CARD-000534-2,DE,Successful,1
48,48,2026-02-22 22:39:29,115.85,PayPal,CARD-001870-1,NG,Refunded,0
49,49,2025-10-23 22:40:44,1425.41,Mastercard,CARD-SHARED-042,AL,Successful,0
50,50,2025-06-28 17:29:48,676.30,Visa,CARD-SHARED-096,NL,Successful,1
51,51,2025-12-21 22:18:07,642.04,Mastercard,CARD-001936-2,ES,Successful,0
52,52,2026-02-05 09:50:57,1326.20,PayPal,CARD-001918-2,NG,Successful,3
53,53,2026-07-13 19:28:07,663.14,Mastercard,CARD-000860-2,AL,Successful,0
54,54,2026-04-23 16:43:08,1113.21,Mastercard,CARD-000579-2,GR,Successful,0
55,55,2026-03-09 02:56:37,1488.57,Amex,CARD-001757-2,GR,Successful,0
56,56,2025-09-02 05:20:38,1241.82,Mastercard,CARD-001925-1,ES,Successful,0
57,57,2025-09-08 01:08:51,1776.46,Visa,CARD-SHARED-053,FR,Successful,0
58,58,2025-07-22 16:54:48,1013.74,Mastercard,CARD-001074-2,DE,Failed,0
59,59,2025-08-06 15:32:22,984.94,Visa,CARD-001577-1,FR,Successful,0
60,60,2025-12-08 22:51:47,123.27,Amex,CARD-001615-1,GB,Failed,0
61,61,2026-07-12 04:16:51,950.84,Mastercard,CARD-001671-2,IT,Successful,0
62,62,2026-05-31 02:53:39,1874.18,Mastercard,CARD-001225-2,IT,Refunded,0
63,63,2026-04-10 01:43:01,966.35,Mastercard,CARD-000394-2,NL,Successful,2
64,64,2025-12-28 09:44:04,695.72,PayPal,CARD-SHARED-045,AL,Successful,0
65,65,2025-10-15 00:43:57,1302.85,Visa,CARD-SHARED-009,RO,Successful,0
66,66,2025-05-23 03:11:24,684.99,Visa,CARD-000704-1,ES,Successful,0
67,67,2025-10-19 03:31:59,957.23,Amex,CARD-001154-1,FR,Successful,0
68,68,2025-09-20 01:37:48,625.66,PayPal,CARD-001885-2,IT,Successful,0
69,69,2025-08-12 01:46:58,129.49,Visa,CARD-001020-1,RO,Successful,0
70,70,2025-04-22 02:45:09,1055.14,PayPal,CARD-001170-2,US,Successful,0
71,71,2025-02-02 11:13:46,2258.45,PayPal,CARD-000810-2,RO,Successful,3
72,72,2025-03-06 22:34:59,949.29,PayPal,CARD-000378-1,RO,Successful,0
73,73,2026-05-09 06:24:50,151.04,Visa,CARD-000590-2,DE,Successful,0
74,74,2026-01-06 01:18:57,1049.74,Amex,CARD-001329-2,GB,Successful,1
75,75,2025-11-24 02:39:50,2254.62,PayPal,CARD-000832-1,RO,Successful,5
76,76,2026-07-14 15:52:57,891.77,Amex,CARD-000560-2,AE,Failed,0
77,77,2025-11-13 10:53:43,1369.31,Visa,CARD-SHARED-072,FR,Successful,0
78,78,2025-10-22 16:01:53,1481.53,Amex,CARD-000969-2,NG,Refunded,0
79,79,2025-10-11 16:17:09,1473.33,Visa,CARD-000347-2,AE,Successful,0
80,80,2025-05-30 20:00:50,1994.86,Visa,CARD-SHARED-017,ES,Successful,0
81,81,2026-05-09 11:16:53,1096.39,Visa,CARD-000116-1,US,Successful,4
82,82,2026-01-27 15:26:54,977.84,PayPal,CARD-001738-1,RO,Successful,0
83,83,2025-09-05 19:48:01,2129.75,Mastercard,CARD-FRAUD-015,ES,Successful,6
84,84,2025-11-01 15:51:57,341.43,Visa,CARD-001019-2,GB,Successful,0
85,85,2026-06-19 19:00:25,746.66,Mastercard,CARD-001653-2,GB,Successful,4
86,86,2026-04-23 00:42:13,1928.53,Visa,CARD-000948-1,NL,Successful,0
87,87,2025-01-09 11:37:07,1527.81,Mastercard,CARD-001435-2,NG,Successful,0
88,88,2025-09-09 13:40:22,1156.80,PayPal,CARD-001324-2,RO,Successful,0
89,89,2026-06-14 13:37:48,234.69,Amex,CARD-001123-1,NG,Successful,0
90,90,2026-03-29 15:07:44,901.08,PayPal,CARD-000471-2,GB,Successful,1
91,91,2025-10-19 18:28:46,2986.20,Mastercard,CARD-FRAUD-002,AE,Successful,7
92,92,2026-06-03 02:20:03,1617.99,Visa,CARD-001629-2,GB,Successful,3
93,93,2026-07-15 08:00:25,1338.04,Mastercard,CARD-SHARED-061,ES,Successful,0
94,94,2026-05-30 04:31:53,1799.16,Mastercard,CARD-000577-2,AE,Successful,0
95,95,2025-08-16 03:42:16,776.66,Mastercard,CARD-001572-2,AE,Successful,0
96,96,2025-07-17 20:24:19,1127.05,Mastercard,CARD-000009-2,GB,Successful,0
97,97,2025-06-25 08:45:14,365.93,Visa,CARD-000198-2,AL,Successful,0
98,98,2026-06-16 22:36:42,1445.80,Visa,CARD-001990-1,DE,Successful,0
99,99,2026-06-27 07:52:00,489.25,PayPal,CARD-SHARED-062,ES,Successful,0
100,100,2026-03-14 02:57:26,1068.76,Mastercard,CARD-001240-1,NL,Successful,5
101,101,2026-05-05 11:59:46,445.84,Amex,CARD-000403-1,GB,Successful,5
102,102,2026-06-07 23:10:49,975.12,Visa,CARD-SHARED-066,RO,Successful,0
103,103,2025-02-28 07:10:03,872.65,PayPal,CARD-001019-2,US,Successful,0
104,104,2026-01-16 23:27:00,658.09,Mastercard,CARD-001992-2,IT,Successful,0
105,105,2025-04-24 16:05:25,1451.15,Amex,CARD-000700-2,AL,Successful,2
106,106,2025-09-20 05:35:47,413.93,Amex,CARD-000229-1,NG,Successful,0
107,107,2025-10-28 08:44:18,1590.20,Amex,CARD-001740-2,AL,Successful,0
108,108,2026-02-10 08:45:29,1051.00,PayPal,CARD-000473-2,AL,Successful,0
109,109,2025-12-28 04:19:13,1979.48,Visa,CARD-SHARED-007,ES,Successful,0
110,110,2026-03-15 09:50:24,99.61,Visa,CARD-000018-2,IT,Successful,0
111,111,2025-11-10 17:19:46,1417.95,PayPal,CARD-001488-2,GR,Successful,0
112,112,2026-02-07 11:35:51,501.52,PayPal,CARD-000302-2,GB,Successful,0
113,113,2026-01-08 09:53:16,1387.52,PayPal,CARD-001779-2,FR,Successful,2
114,114,2025-06-02 12:04:08,384.72,Mastercard,CARD-001874-1,NG,Successful,3
115,115,2026-07-20 09:33:51,438.80,Visa,CARD-001264-2,NG,Successful,1
116,116,2025-06-20 01:41:17,289.01,PayPal,CARD-001730-2,GB,Successful,5
117,117,2025-11-04 20:32:00,405.97,Mastercard,CARD-001008-1,GB,Successful,0
118,118,2026-04-23 04:40:46,1351.89,Amex,CARD-SHARED-079,DE,Successful,0
119,119,2026-01-19 07:40:28,370.87,Amex,CARD-000857-1,NG,Successful,0
120,120,2026-05-29 23:21:11,1451.20,Mastercard,CARD-001748-2,IT,Successful,1
121,121,2025-07-19 02:28:49,1510.15,Amex,CARD-001859-1,US,Successful,0
122,122,2026-01-16 09:50:10,499.10,Amex,CARD-000473-1,AL,Successful,0
123,123,2025-04-01 00:03:15,2058.60,Amex,CARD-FRAUD-005,AE,Successful,4
124,124,2026-07-03 08:18:28,785.16,Amex,CARD-000554-2,AL,Successful,0
125,125,2025-11-09 14:33:12,760.81,Amex,CARD-001050-2,IT,Successful,0
126,126,2025-04-01 11:42:12,1493.48,PayPal,CARD-001570-2,AE,Successful,0
127,127,2025-05-24 12:37:37,931.55,Amex,CARD-000672-1,FR,Successful,0
128,128,2026-06-17 03:07:45,914.33,Mastercard,CARD-SHARED-003,NG,Successful,0
129,129,2025-11-16 15:44:04,950.81,Visa,CARD-001210-1,AL,Successful,0
130,130,2025-06-13 06:35:16,557.80,PayPal,CARD-001335-2,US,Successful,0
131,131,2026-01-23 21:13:22,323.02,PayPal,CARD-000847-2,NL,Successful,0
132,132,2025-11-10 13:55:17,223.07,Mastercard,CARD-000636-1,AE,Refunded,0
133,133,2025-07-15 02:15:19,968.62,Visa,CARD-000871-1,ES,Successful,2
134,134,2025-02-26 09:31:09,263.95,Mastercard,CARD-001513-2,NG,Successful,0
135,135,2026-06-08 02:42:22,1391.56,Mastercard,CARD-001818-1,DE,Refunded,0
136,136,2025-07-27 14:02:07,687.07,Amex,CARD-001869-2,GR,Successful,0
137,137,2025-09-03 05:41:15,1210.77,Mastercard,CARD-SHARED-075,FR,Successful,0
138,138,2026-03-03 21:29:49,838.18,Amex,CARD-000152-1,NL,Successful,0
139,139,2026-07-20 07:28:37,2193.93,Amex,CARD-001605-2,AL,Successful,0
140,140,2025-09-26 05:56:51,807.21,Mastercard,CARD-000774-2,ES,Successful,0
141,141,2026-06-12 00:47:36,2111.37,Mastercard,CARD-000251-2,US,Failed,0
142,142,2026-02-15 08:40:05,1182.18,Amex,CARD-001486-2,NL,Successful,3
143,143,2026-07-16 10:42:34,1381.90,Mastercard,CARD-000596-2,NG,Refunded,0
144,144,2026-07-12 00:29:10,387.06,Amex,CARD-000528-1,FR,Successful,0
145,145,2026-04-21 06:17:47,537.91,Amex,CARD-000172-1,GB,Successful,0
146,146,2025-04-03 23:31:14,1330.78,Amex,CARD-SHARED-078,IT,Successful,0
147,147,2025-08-02 14:47:17,1780.66,PayPal,CARD-000925-1,FR,Successful,5
148,148,2025-06-15 07:57:33,433.00,Visa,CARD-SHARED-081,AL,Successful,0
149,149,2026-06-09 05:56:36,2544.66,PayPal,CARD-FRAUD-019,GB,Successful,3
150,150,2026-06-06 07:09:54,542.08,Visa,CARD-001187-1,NL,Successful,3
151,151,2025-10-01 20:31:12,512.28,PayPal,CARD-001992-2,IT,Successful,0
152,152,2025-10-06 15:07:58,450.17,Amex,CARD-001210-2,AL,Successful,0
153,153,2025-05-08 13:47:26,2234.49,PayPal,CARD-SHARED-098,RO,Successful,0
154,154,2025-11-13 17:53:33,1315.86,PayPal,CARD-000929-1,US,Successful,0
155,155,2025-08-12 02:00:31,401.69,Visa,CARD-000539-2,DE,Successful,2
156,156,2025-09-04 19:29:00,1465.32,Amex,CARD-001372-1,AE,Successful,0
157,157,2026-05-06 08:19:49,1128.77,Mastercard,CARD-000816-1,ES,Successful,0
158,158,2025-12-09 21:40:03,979.77,Mastercard,CARD-001966-1,RO,Successful,1
159,159,2025-07-25 18:18:15,817.13,Mastercard,CARD-001407-1,NG,Successful,0
160,160,2025-07-14 18:49:57,496.04,PayPal,CARD-001417-2,AE,Successful,1
161,161,2026-06-14 07:18:13,1278.24,PayPal,CARD-001756-1,GB,Successful,0
162,162,2026-02-11 16:25:46,270.57,Mastercard,CARD-000374-2,ES,Successful,0
163,163,2026-03-23 23:07:51,1062.58,Amex,CARD-001984-2,NL,Successful,0
164,164,2025-07-03 07:51:40,1900.65,Amex,CARD-001192-1,GR,Successful,0
165,165,2025-03-09 16:24:07,617.21,Amex,CARD-001623-1,ES,Successful,2
166,166,2025-04-18 08:41:24,1474.93,Visa,CARD-000344-2,NL,Successful,0
167,167,2026-04-03 01:46:56,2465.11,PayPal,CARD-001799-2,ES,Successful,0
168,168,2026-05-19 20:05:57,255.39,Mastercard,CARD-001945-1,FR,Successful,2
169,169,2026-04-29 10:47:09,298.86,PayPal,CARD-000017-2,RO,Successful,0
170,170,2025-04-04 22:27:39,2256.23,Visa,CARD-001967-1,IT,Successful,0
171,171,2026-03-25 15:28:25,864.44,PayPal,CARD-001617-1,ES,Successful,0
172,172,2026-07-04 20:41:36,2546.36,PayPal,CARD-SHARED-047,FR,Successful,0
173,173,2025-02-17 06:55:15,467.45,Visa,CARD-000808-1,GR,Successful,1
174,174,2025-08-23 00:25:35,893.89,Visa,CARD-SHARED-051,ES,Successful,0
175,175,2025-08-21 22:52:52,1103.17,Visa,CARD-000086-1,ES,Successful,1
176,176,2026-06-01 11:12:19,1987.41,Visa,CARD-001181-1,AL,Successful,7
177,177,2026-02-11 16:52:41,587.04,Amex,CARD-000053-1,RO,Successful,0
178,178,2025-04-07 20:30:38,649.52,Mastercard,CARD-000121-1,AE,Successful,1
179,179,2025-06-28 12:51:55,1417.85,Visa,CARD-001135-2,US,Successful,0
180,180,2026-01-04 04:10:40,2121.64,Amex,CARD-001641-2,RO,Successful,0
181,181,2026-05-30 19:54:06,2561.59,Visa,CARD-000118-2,NG,Successful,0
182,182,2026-03-18 09:45:07,982.96,Mastercard,CARD-001018-2,ES,Successful,0
183,183,2025-08-13 13:20:27,707.43,Amex,CARD-001219-1,ES,Successful,5
184,184,2026-04-08 12:28:19,279.50,PayPal,CARD-001051-2,AE,Successful,4
185,185,2026-06-27 22:49:40,724.93,Amex,CARD-FRAUD-019,ES,Successful,7
186,186,2025-09-16 21:25:28,2524.11,Amex,CARD-000460-2,US,Successful,1
187,187,2025-06-22 10:29:41,787.08,Amex,CARD-001176-2,US,Successful,1
188,188,2026-06-03 18:07:44,1471.87,Mastercard,CARD-000974-1,FR,Successful,4
189,189,2025-02-02 11:57:04,729.81,PayPal,CARD-SHARED-029,ES,Successful,0
190,190,2026-06-18 23:10:44,1397.18,Visa,CARD-001731-2,AE,Successful,0
191,191,2025-10-22 19:50:54,461.51,PayPal,CARD-000097-2,NL,Successful,1
192,192,2026-05-16 19:08:06,147.44,Mastercard,CARD-001298-2,AE,Successful,0
193,193,2025-07-15 02:50:36,1489.53,Amex,CARD-001960-2,AE,Successful,5
194,194,2025-09-26 12:47:24,830.64,Amex,CARD-000881-1,US,Successful,0
195,195,2026-05-10 21:18:55,1122.43,Visa,CARD-001461-2,GR,Successful,0
196,196,2025-02-02 09:30:30,622.47,PayPal,CARD-001694-1,NL,Successful,2
197,197,2025-05-14 19:06:20,1435.43,Amex,CARD-000708-1,AL,Successful,0
198,198,2026-02-27 14:54:04,507.38,Mastercard,CARD-001081-1,RO,Successful,0
199,199,2025-02-08 08:31:14,459.56,Mastercard,CARD-FRAUD-013,GB,Successful,3
200,200,2026-05-29 17:29:39,653.99,Amex,CARD-001754-1,GB,Successful,0
201,201,2026-02-23 12:51:40,72.27,PayPal,CARD-001452-2,IT,Successful,0
202,202,2026-05-09 10:33:36,1044.76,PayPal,CARD-001839-2,GR,Successful,0
203,203,2025-04-19 02:57:47,799.50,Mastercard,CARD-001914-2,GR,Successful,0
204,204,2025-07-25 07:39:21,258.47,Mastercard,CARD-001806-1,AE,Successful,0
205,205,2025-01-04 22:18:00,1420.86,Amex,CARD-000574-2,NG,Failed,0
206,206,2025-05-28 19:54:17,1704.52,Amex,CARD-001654-1,US,Successful,3
207,207,2025-11-23 01:48:57,1164.60,PayPal,CARD-000706-2,FR,Successful,0
208,208,2025-07-07 22:28:51,156.42,PayPal,CARD-001805-1,GB,Refunded,2
209,209,2026-03-14 14:54:42,184.41,Visa,CARD-000103-2,IT,Successful,0
210,210,2025-10-11 14:23:14,957.38,Visa,CARD-000111-1,IT,Successful,0
211,211,2025-02-04 00:59:25,1987.24,Mastercard,CARD-000579-2,US,Failed,0
212,212,2026-03-30 15:48:10,1459.42,PayPal,CARD-001799-2,ES,Successful,0
213,213,2026-03-01 16:00:06,133.00,Mastercard,CARD-000151-1,GR,Successful,0
214,214,2025-03-24 03:44:21,157.38,Mastercard,CARD-000586-1,FR,Successful,1
215,215,2026-06-07 07:33:47,1123.10,Visa,CARD-001756-1,NG,Successful,0
216,216,2026-04-18 05:58:14,3041.74,PayPal,CARD-FRAUD-025,GB,Successful,3
217,217,2026-06-28 05:06:37,2577.00,Mastercard,CARD-001096-2,GB,Successful,0
218,218,2025-04-16 01:38:14,1597.55,Mastercard,CARD-000469-1,AE,Refunded,2
219,219,2025-10-06 23:36:43,217.52,PayPal,CARD-001020-1,RO,Successful,0
220,220,2026-07-04 06:49:49,2250.90,PayPal,CARD-000047-1,RO,Failed,2
221,221,2025-04-03 01:22:16,594.29,Amex,CARD-000416-1,NL,Successful,0
222,222,2025-04-11 13:46:11,2470.27,Visa,CARD-000389-2,AL,Successful,4
223,223,2025-07-24 19:11:35,412.13,Amex,CARD-000779-2,NL,Successful,2
224,224,2026-01-05 14:26:37,1087.60,Amex,CARD-001155-1,FR,Successful,2
225,225,2025-04-21 18:15:13,637.42,Mastercard,CARD-001221-1,IT,Successful,0
226,226,2025-12-22 15:52:58,112.85,PayPal,CARD-001578-1,GB,Successful,0
227,227,2025-11-16 04:14:37,705.49,Amex,CARD-001084-1,NL,Successful,0
228,228,2025-06-01 08:38:40,393.97,PayPal,CARD-001937-1,GB,Successful,0
229,229,2026-03-29 05:14:09,1910.88,Amex,CARD-001293-1,GB,Successful,0
230,230,2025-03-22 00:44:09,1818.64,Mastercard,CARD-FRAUD-002,US,Successful,3
231,231,2025-07-20 14:33:50,702.50,Mastercard,CARD-001761-1,NL,Failed,0
232,232,2026-05-14 23:40:51,1007.55,Amex,CARD-001820-1,GB,Successful,0
233,233,2026-02-07 01:49:46,621.76,Amex,CARD-SHARED-023,ES,Successful,0
234,234,2025-05-12 01:21:15,171.63,PayPal,CARD-000520-2,US,Successful,0
235,235,2026-03-25 09:24:22,1378.74,Visa,CARD-001917-1,AL,Successful,0
236,236,2025-02-08 19:04:48,733.44,Visa,CARD-001457-2,RO,Successful,0
237,237,2026-06-04 16:30:47,227.06,Mastercard,CARD-000558-2,GR,Successful,0
238,238,2025-07-12 15:28:36,1319.89,Amex,CARD-000891-1,DE,Failed,0
239,239,2025-11-23 07:53:29,382.27,Visa,CARD-001026-1,AL,Successful,0
240,240,2026-06-22 03:47:26,161.58,PayPal,CARD-SHARED-094,US,Successful,0
241,241,2025-11-30 01:59:45,332.32,Visa,CARD-001128-1,DE,Successful,0
242,242,2025-08-11 04:21:27,1563.82,Mastercard,CARD-FRAUD-018,US,Successful,5
243,243,2025-12-30 20:31:00,2490.99,Mastercard,CARD-000837-2,GR,Successful,0
244,244,2026-04-19 19:00:39,1212.56,Amex,CARD-000261-1,NL,Successful,0
245,245,2025-09-17 09:51:53,905.87,Visa,CARD-000369-1,NL,Successful,0
246,246,2025-12-02 04:22:56,3151.76,Amex,CARD-FRAUD-016,IT,Successful,8
247,247,2025-05-30 09:54:22,1236.71,PayPal,CARD-001741-2,IT,Successful,0
248,248,2025-06-12 11:52:40,661.77,Mastercard,CARD-001348-1,US,Successful,0
249,249,2025-12-26 20:35:42,521.28,Visa,CARD-001575-2,FR,Successful,0
250,250,2026-03-22 18:13:30,294.40,Visa,CARD-000559-2,FR,Failed,0
251,251,2026-06-08 07:05:19,1396.21,Visa,CARD-000274-2,FR,Successful,0
252,252,2025-01-14 06:58:41,1679.40,Visa,CARD-000375-1,FR,Successful,0
253,253,2025-05-27 10:58:54,136.32,Mastercard,CARD-SHARED-046,IT,Successful,0
254,254,2026-04-19 08:26:46,1441.47,Mastercard,CARD-001028-2,GR,Successful,0
255,255,2026-02-15 09:24:02,1349.89,Visa,CARD-000130-1,AL,Successful,0
256,256,2026-06-09 17:22:38,285.31,PayPal,CARD-001505-2,NG,Successful,0
257,257,2026-05-05 00:27:36,1981.66,PayPal,CARD-000293-2,US,Successful,0
258,258,2025-09-03 11:23:30,984.57,Mastercard,CARD-000594-2,GB,Successful,1
259,259,2025-02-01 23:10:23,842.88,PayPal,CARD-SHARED-045,RO,Successful,0
260,260,2025-08-17 12:10:37,2337.29,Amex,CARD-001362-1,NL,Successful,1
261,261,2025-05-09 00:45:28,1195.19,Amex,CARD-000767-2,FR,Successful,0
262,262,2025-12-26 23:10:15,536.22,Mastercard,CARD-SHARED-018,NL,Successful,3
263,263,2026-06-22 23:27:53,422.08,Visa,CARD-000872-2,GB,Successful,0
264,264,2025-02-06 15:16:36,1993.06,Amex,CARD-001305-2,FR,Successful,0
265,265,2025-08-19 15:35:27,2985.54,Mastercard,CARD-FRAUD-002,NG,Successful,4
266,266,2026-05-29 07:59:14,759.68,Amex,CARD-000670-1,IT,Successful,0
267,267,2026-03-07 14:13:48,404.32,Amex,CARD-000697-2,GR,Successful,0
268,268,2026-03-30 11:01:03,1352.09,PayPal,CARD-001527-2,AL,Successful,0
269,269,2026-02-21 14:49:28,941.34,PayPal,CARD-SHARED-080,ES,Successful,0
270,270,2026-06-20 19:17:06,1140.32,Mastercard,CARD-001103-1,NG,Successful,0
271,271,2025-02-03 04:23:35,497.75,Mastercard,CARD-000252-1,FR,Successful,0
272,272,2026-06-25 06:12:47,621.36,Mastercard,CARD-SHARED-049,US,Successful,0
273,273,2026-03-23 06:47:51,1933.31,Visa,CARD-000511-2,IT,Successful,8
274,274,2026-05-23 18:53:27,1204.98,Amex,CARD-000238-1,NL,Successful,0
275,275,2026-07-14 21:33:34,1423.42,Visa,CARD-000555-2,FR,Successful,0
276,276,2025-07-23 11:28:05,402.45,Visa,CARD-SHARED-098,NL,Successful,3
277,277,2026-07-18 01:05:47,1306.87,Amex,CARD-001496-1,ES,Successful,0
278,278,2026-06-24 09:39:45,286.42,Visa,CARD-000919-1,RO,Successful,5
279,279,2025-02-02 04:41:59,197.86,Amex,CARD-000026-1,IT,Successful,0
280,280,2025-08-23 05:03:29,1745.18,PayPal,CARD-FRAUD-024,NG,Successful,3
281,281,2025-11-25 00:26:44,583.14,PayPal,CARD-001387-1,AE,Successful,0
282,282,2026-03-17 14:30:36,141.95,Visa,CARD-001734-2,DE,Successful,0
283,283,2026-01-17 21:23:19,583.41,PayPal,CARD-001489-2,GB,Refunded,1
284,284,2025-10-26 15:22:03,405.95,PayPal,CARD-000190-2,IT,Successful,0
285,285,2026-02-11 12:50:20,2164.54,Visa,CARD-000197-1,NG,Successful,0
286,286,2026-03-28 03:48:49,1093.33,Mastercard,CARD-000581-1,NG,Successful,5
287,287,2025-10-06 11:13:46,298.31,Amex,CARD-SHARED-099,IT,Successful,0
288,288,2025-02-17 06:04:43,447.97,Amex,CARD-SHARED-093,AE,Successful,0
289,289,2026-05-08 10:57:38,1596.92,Visa,CARD-000449-2,US,Successful,0
290,290,2025-03-01 11:52:40,1353.96,PayPal,CARD-000566-1,DE,Successful,7
291,291,2025-03-09 11:43:21,431.22,Visa,CARD-000309-2,NL,Successful,0
292,292,2025-10-22 12:29:20,2350.75,Amex,CARD-FRAUD-013,DE,Successful,0
293,293,2025-03-20 01:13:06,620.24,Visa,CARD-000292-1,NL,Successful,0
294,294,2025-05-01 20:31:19,2548.63,Mastercard,CARD-001811-2,NG,Successful,0
295,295,2025-01-03 16:39:25,150.36,Mastercard,CARD-001526-2,DE,Successful,0
296,296,2026-05-21 21:49:20,1167.52,Visa,CARD-000348-2,RO,Successful,0
297,297,2026-01-26 00:21:09,438.72,Amex,CARD-000746-2,GR,Successful,0
298,298,2026-04-15 19:55:27,1067.85,PayPal,CARD-001474-1,NG,Successful,0
299,299,2026-03-14 03:07:51,440.96,Amex,CARD-000763-2,FR,Successful,1
300,300,2025-06-28 13:23:35,765.46,PayPal,CARD-SHARED-039,AE,Successful,0
301,301,2026-06-11 23:16:33,753.40,Amex,CARD-000913-2,GB,Successful,5
302,302,2025-09-27 09:49:39,1262.13,PayPal,CARD-000013-2,FR,Successful,0
303,303,2025-12-29 16:33:13,1277.62,PayPal,CARD-000057-1,DE,Successful,1
304,304,2026-02-26 21:58:41,859.50,Mastercard,CARD-001809-1,ES,Successful,0
305,305,2025-02-25 12:00:40,1222.09,PayPal,CARD-000052-1,AL,Successful,3
306,306,2026-03-04 05:38:13,934.13,PayPal,CARD-SHARED-074,AL,Successful,0
307,307,2026-05-16 14:46:50,1950.12,Mastercard,CARD-FRAUD-001,RO,Successful,2
308,308,2025-10-09 07:52:52,423.34,Amex,CARD-000462-2,US,Successful,2
309,309,2026-03-15 07:57:08,399.37,Visa,CARD-000711-2,NL,Successful,2
310,310,2026-06-26 00:59:18,710.39,Mastercard,CARD-SHARED-048,NL,Successful,0
311,311,2025-02-18 18:39:34,576.76,Mastercard,CARD-000217-1,NG,Successful,0
312,312,2025-05-21 01:46:41,845.56,Amex,CARD-001210-1,AL,Successful,0
